orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
101761,2024-01-10,2024-01-13,Shipped,554,4684.9,Mobile Payment
101762,2024-10-26,2024-11-01,Shipped,645,3500.69,Bank Transfer
101763,2023-07-28,2023-08-07,Shipped,86,4983.92,Credit Card
101764,2025-11-05,2025-11-20,Shipped,704,100.39,Credit Card
101765,2024-08-27,2024-09-13,On Hold,56,3435.25,Credit Card
101766,2023-02-18,2023-03-05,Processing,380,4597.29,Credit Card
101767,2024-07-02,2024-07-07,On Hold,1,4465.38,PayPal
101768,2024-01-09,2024-01-26,Resolved,804,3970.46,PayPal
101769,2023-05-02,2023-05-05,Shipped,428,3798.94,PayPal
101770,2023-04-14,2023-04-19,Shipped,346,1076.92,Bank Transfer
101771,2024-01-10,2024-01-24,Disputed,671,3433.49,PayPal
101772,2025-06-20,2025-07-03,Shipped,290,223.91,Bank Transfer
101773,2023-07-24,2023-08-10,Processing,865,650.03,PayPal
101774,2023-04-12,2023-04-26,Processing,605,3371.99,PayPal
101775,2024-04-17,2024-04-22,Shipped,403,1442.79,PayPal
101776,2024-03-18,2024-03-30,Processing,13,1020.3,Cash
101777,2023-08-31,2023-09-03,Shipped,130,4688.75,Cash
101778,2025-05-27,2025-05-31,Shipped,716,4861.66,Credit Card
101779,2023-05-28,2023-06-17,Shipped,629,4549.74,Mobile Payment
101780,2024-11-20,2024-11-28,Disputed,368,1733.81,Bank Transfer
101781,2025-02-04,2025-02-17,Shipped,371,1942.67,Credit Card
101782,2025-04-14,2025-05-02,Shipped,592,70.18,Credit Card
101783,2025-05-27,2025-06-16,Shipped,560,1937.35,Credit Card
101784,2024-06-22,2024-06-26,Processing,917,1211.97,Credit Card
101785,2024-06-30,2024-07-07,Processing,980,1092.93,Credit Card
101786,2024-08-14,2024-08-26,Shipped,987,4932.82,Cash
101787,2023-02-12,2023-02-15,Shipped,470,1888.0,Bank Transfer
101788,2023-11-18,2023-12-01,Shipped,224,807.6,Credit Card
101789,2023-01-23,2023-01-28,Shipped,389,1568.95,Credit Card
101790,2025-03-12,2025-03-20,Shipped,471,2688.51,Credit Card
101791,2023-05-06,2023-05-14,On Hold,587,3513.77,Credit Card
101792,2024-03-29,2024-04-10,Shipped,98,353.37,Bank Transfer
101793,2023-03-07,2023-03-11,Cancelled,914,2111.67,PayPal
101794,2024-12-30,2025-01-09,Shipped,783,4795.58,PayPal
101795,2025-04-27,2025-05-16,Shipped,15,761.58,Mobile Payment
101796,2023-07-01,2023-07-16,Shipped,226,3973.92,PayPal
101797,2023-01-14,2023-01-26,Processing,343,4788.65,Mobile Payment
101798,2025-07-23,2025-08-05,Processing,577,2784.64,Mobile Payment
101799,2025-07-12,2025-07-25,Processing,882,934.41,Credit Card
101800,2025-05-17,2025-05-29,Shipped,48,1158.57,Bank Transfer
101801,2025-05-08,2025-05-16,Processing,906,3472.6,Credit Card
101802,2024-12-25,2025-01-13,Shipped,262,2312.41,Credit Card
101803,2023-02-20,2023-02-27,Shipped,456,577.1,Bank Transfer
101804,2023-11-28,2023-12-08,Processing,564,35.57,Credit Card
101805,2023-12-11,2023-12-17,Cancelled,623,3629.16,Credit Card
101806,2024-12-23,2025-01-11,Processing,535,2866.39,Credit Card
101807,2023-01-09,2023-01-23,Shipped,445,536.55,Credit Card
101808,2025-06-13,2025-06-22,Shipped,341,2753.44,Credit Card
101809,2024-10-02,2024-10-19,On Hold,482,841.56,PayPal
101810,2025-02-20,2025-03-12,Shipped,726,256.47,Mobile Payment
101811,2024-11-26,2024-12-06,Shipped,784,4042.44,PayPal
101812,2024-03-18,2024-03-23,Shipped,385,3045.24,Credit Card
101813,2025-09-09,2025-09-17,Processing,283,1661.84,Cash
101814,2023-04-20,2023-04-26,Disputed,142,844.77,Bank Transfer
101815,2023-11-29,2023-12-02,Shipped,565,1072.69,Credit Card
101816,2023-09-19,2023-09-29,Shipped,969,781.66,Credit Card
101817,2024-07-22,2024-08-02,Shipped,286,3275.89,Bank Transfer
101818,2025-12-10,2025-12-16,Shipped,998,4767.66,Credit Card
101819,2024-02-06,2024-02-09,On Hold,754,3138.38,Credit Card
101820,2023-03-15,2023-03-24,Disputed,284,4685.84,PayPal
101821,2024-03-24,2024-03-31,Shipped,450,2492.64,Cash
101822,2023-09-18,2023-09-24,Shipped,736,973.85,Cash
101823,2023-09-25,2023-10-14,Shipped,344,4432.25,Credit Card
101824,2025-03-21,2025-03-30,Shipped,845,291.92,Bank Transfer
101825,2024-04-17,2024-05-04,Shipped,365,1992.43,PayPal
101826,2024-04-04,2024-04-11,Processing,701,119.47,Credit Card
101827,2023-07-03,2023-07-19,On Hold,833,3430.51,Bank Transfer
101828,2025-08-19,2025-08-31,Shipped,623,209.18,Mobile Payment
101829,2025-12-23,2026-01-01,Shipped,805,150.71,Credit Card
101830,2024-07-19,2024-07-24,Cancelled,402,815.2,PayPal
101831,2024-02-20,2024-02-26,Shipped,15,2507.93,Credit Card
101832,2025-01-24,2025-02-09,Processing,930,1969.31,Mobile Payment
101833,2023-03-25,2023-04-09,Shipped,404,4649.66,Credit Card
101834,2025-11-14,2025-11-29,Shipped,62,1519.47,Credit Card
101835,2024-06-05,2024-06-17,On Hold,452,4826.74,Credit Card
101836,2024-02-07,2024-02-19,Cancelled,194,3587.81,PayPal
101837,2024-12-05,2024-12-08,Shipped,620,1887.76,Credit Card
101838,2023-09-23,2023-10-01,Shipped,445,4410.91,Credit Card
101839,2024-08-28,2024-09-04,Shipped,805,2057.62,Credit Card
101840,2024-12-04,2024-12-24,On Hold,273,3369.16,Credit Card
101841,2025-11-20,2025-12-09,Cancelled,978,201.26,Bank Transfer
101842,2023-07-20,2023-08-05,Shipped,246,3623.15,Mobile Payment
101843,2023-06-23,2023-07-08,Shipped,206,2800.73,Bank Transfer
101844,2023-10-02,2023-10-14,Resolved,998,4790.19,Cash
101845,2023-04-28,2023-05-12,Shipped,231,1231.39,Mobile Payment
101846,2023-03-13,2023-03-23,Shipped,724,4173.1,Bank Transfer
101847,2025-12-19,2026-01-06,Shipped,383,4900.79,Credit Card
101848,2025-08-14,2025-08-29,Resolved,578,3377.32,Credit Card
101849,2025-07-17,2025-08-01,Shipped,917,3604.16,Mobile Payment
101850,2024-11-18,2024-11-27,Shipped,246,2185.75,PayPal
101851,2024-07-08,2024-07-23,Shipped,746,2975.26,PayPal
101852,2023-05-11,2023-05-27,Shipped,288,636.73,Credit Card
101853,2024-08-07,2024-08-21,Shipped,715,4541.75,PayPal
101854,2024-09-19,2024-10-08,Shipped,350,930.9,Credit Card
101855,2023-10-20,2023-11-02,Processing,381,2880.7,Credit Card
101856,2025-07-03,2025-07-11,Shipped,945,1201.45,Credit Card
101857,2024-07-19,2024-07-26,Shipped,796,3588.44,Mobile Payment
101858,2024-06-28,2024-07-06,Shipped,956,4069.12,Credit Card
101859,2024-06-26,2024-07-16,Shipped,254,3964.23,Credit Card
101860,2025-04-30,2025-05-06,Shipped,325,4431.22,Credit Card
101861,2023-04-25,2023-05-12,Shipped,226,3290.64,Credit Card
101862,2023-08-02,2023-08-05,Shipped,662,3432.86,Credit Card
101863,2025-12-23,2026-01-06,Resolved,146,4659.95,Credit Card
101864,2025-07-03,2025-07-08,Resolved,571,1407.85,Credit Card
101865,2025-01-12,2025-01-23,Processing,181,2167.56,Mobile Payment
101866,2025-08-01,2025-08-12,Shipped,697,3254.18,PayPal
101867,2023-04-10,2023-04-16,Shipped,659,4824.54,Cash
101868,2023-02-21,2023-03-12,Shipped,350,4377.18,Bank Transfer
101869,2024-03-31,2024-04-17,Shipped,136,2888.64,Credit Card
101870,2024-10-25,2024-11-10,Shipped,480,22.01,Credit Card
101871,2023-05-07,2023-05-11,Resolved,645,3502.83,Bank Transfer
101872,2025-06-18,2025-07-08,Shipped,950,4680.57,Credit Card
101873,2025-11-29,2025-12-03,Shipped,943,764.16,Cash
101874,2023-12-31,2024-01-07,Shipped,191,1602.34,PayPal
101875,2024-02-04,2024-02-10,Shipped,619,1509.11,Mobile Payment
101876,2023-09-10,2023-09-19,Processing,542,4031.58,PayPal
101877,2025-10-09,2025-10-17,Resolved,204,612.51,Credit Card
101878,2024-12-09,2024-12-23,Processing,531,3878.95,Credit Card
101879,2023-02-24,2023-03-04,Shipped,647,4280.45,Bank Transfer
101880,2024-12-05,2024-12-12,Processing,990,3078.77,Bank Transfer
101881,2024-03-12,2024-03-22,Shipped,155,3201.48,Bank Transfer
101882,2025-06-25,2025-07-05,On Hold,195,4468.64,PayPal
101883,2023-12-23,2023-12-26,Shipped,874,2371.04,PayPal
101884,2024-03-30,2024-04-13,Shipped,233,2119.02,Credit Card
101885,2024-12-17,2024-12-21,Shipped,94,4537.45,PayPal
101886,2025-07-29,2025-08-02,Shipped,399,3037.64,Bank Transfer
101887,2023-09-05,2023-09-24,Processing,850,4268.43,Credit Card
101888,2023-07-22,2023-07-25,Shipped,160,1985.15,Credit Card
101889,2024-03-31,2024-04-20,On Hold,648,4809.73,Bank Transfer
101890,2025-10-06,2025-10-22,Resolved,781,1314.38,Cash
101891,2025-04-04,2025-04-22,Shipped,454,3769.99,Credit Card
101892,2024-03-05,2024-03-14,Disputed,157,712.46,Credit Card
101893,2025-11-07,2025-11-10,Cancelled,773,3039.1,Credit Card
101894,2023-11-12,2023-11-26,Shipped,687,4291.03,PayPal
101895,2024-01-13,2024-01-21,Processing,363,2028.11,Credit Card
101896,2024-11-22,2024-12-01,Shipped,51,4501.59,Credit Card
101897,2025-09-07,2025-09-17,Shipped,664,578.13,Credit Card
101898,2025-03-23,2025-04-10,Shipped,848,1185.39,Credit Card
101899,2024-10-07,2024-10-17,Processing,973,1527.93,Credit Card
101900,2024-10-25,2024-11-01,Shipped,676,363.33,Bank Transfer
101901,2023-12-24,2024-01-08,On Hold,521,3923.8,PayPal
101902,2024-04-14,2024-05-02,On Hold,396,320.97,Bank Transfer
101903,2025-09-02,2025-09-06,Shipped,258,2845.54,Bank Transfer
101904,2023-05-18,2023-06-01,Shipped,738,1342.0,Credit Card
101905,2024-12-01,2024-12-14,Shipped,18,2850.03,PayPal
101906,2025-02-08,2025-02-17,Shipped,462,2737.87,Credit Card
101907,2024-01-14,2024-01-18,Shipped,1,4056.96,Credit Card
101908,2023-12-12,2023-12-28,Disputed,683,79.47,PayPal
101909,2025-10-13,2025-10-19,Shipped,678,453.58,Credit Card
101910,2024-02-18,2024-02-28,Processing,441,4530.16,PayPal
101911,2025-08-05,2025-08-25,Shipped,465,2032.89,PayPal
101912,2025-12-07,2025-12-25,Shipped,169,2134.68,Cash
101913,2024-04-18,2024-04-23,Processing,789,930.94,Credit Card
101914,2025-03-08,2025-03-11,Shipped,348,3478.79,Mobile Payment
101915,2025-12-31,2026-01-18,Cancelled,431,1765.32,Bank Transfer
101916,2024-03-01,2024-03-13,Shipped,618,463.02,Bank Transfer
101917,2024-11-04,2024-11-16,Shipped,977,2564.91,Bank Transfer
101918,2024-11-16,2024-11-24,Shipped,149,233.18,Credit Card
101919,2023-05-22,2023-06-05,Processing,794,1748.78,Bank Transfer
101920,2024-07-11,2024-07-23,Shipped,468,3998.71,Credit Card
101921,2023-01-15,2023-01-19,Shipped,431,4841.01,Credit Card
101922,2024-09-19,2024-10-01,Shipped,781,2179.12,Credit Card
101923,2025-07-06,2025-07-23,Resolved,907,4705.28,Credit Card
101924,2024-02-17,2024-03-03,Processing,437,3454.68,Credit Card
101925,2024-11-08,2024-11-12,Shipped,251,1768.25,PayPal
101926,2025-08-21,2025-08-30,Shipped,757,1933.67,Credit Card
101927,2025-05-23,2025-05-31,Disputed,452,400.0,Cash
101928,2025-01-03,2025-01-10,Shipped,390,1117.59,Credit Card
101929,2025-01-29,2025-02-15,Processing,184,1843.19,Credit Card
101930,2025-12-19,2025-12-27,Shipped,691,1035.82,Credit Card
101931,2023-06-10,2023-06-23,Cancelled,939,2624.98,Bank Transfer
101932,2024-11-17,2024-12-02,Shipped,289,2072.67,Credit Card
101933,2024-09-03,2024-09-16,Processing,896,4506.13,Mobile Payment
101934,2024-03-29,2024-04-10,Processing,805,369.6,Cash
101935,2023-09-06,2023-09-21,Shipped,618,2947.5,Bank Transfer
101936,2024-05-11,2024-05-22,Shipped,462,1429.02,PayPal
101937,2024-07-06,2024-07-22,Shipped,539,3796.56,Bank Transfer
101938,2023-12-17,2023-12-24,Shipped,608,1644.3,Credit Card
101939,2025-09-03,2025-09-12,Disputed,686,4088.77,PayPal
101940,2025-12-05,2025-12-16,Shipped,162,522.54,Credit Card
101941,2025-07-01,2025-07-08,Shipped,178,580.14,Credit Card
101942,2023-03-30,2023-04-17,Shipped,921,4258.87,Credit Card
101943,2024-08-10,2024-08-26,Shipped,484,4002.76,Credit Card
101944,2023-09-15,2023-09-19,Shipped,44,1512.35,PayPal
101945,2024-09-15,2024-09-30,Resolved,152,3619.05,Credit Card
101946,2023-04-22,2023-04-25,Shipped,755,4373.83,Credit Card
101947,2023-08-24,2023-09-02,Processing,473,1669.93,Credit Card
101948,2024-12-30,2025-01-18,Processing,402,955.62,PayPal
101949,2025-08-23,2025-08-26,Shipped,441,4854.41,Credit Card
101950,2024-03-23,2024-03-28,Shipped,370,2764.99,Credit Card
101951,2024-11-01,2024-11-16,Shipped,87,367.03,Mobile Payment
101952,2025-01-29,2025-02-02,Processing,304,4451.79,Credit Card
101953,2025-04-14,2025-04-22,Resolved,759,682.98,Cash
101954,2024-02-04,2024-02-16,Shipped,188,1329.29,Credit Card
101955,2023-08-09,2023-08-12,Shipped,680,2256.56,PayPal
101956,2025-10-30,2025-11-14,Processing,554,4156.82,Credit Card
101957,2024-10-04,2024-10-11,Shipped,288,1910.24,PayPal
101958,2023-04-13,2023-04-20,Processing,670,452.9,PayPal
101959,2025-09-24,2025-10-11,Processing,66,2331.75,Credit Card
101960,2023-03-18,2023-03-30,Shipped,327,296.93,Credit Card
101961,2025-01-20,2025-01-24,Shipped,835,2797.63,Mobile Payment
101962,2025-05-14,2025-05-29,Shipped,460,3759.27,Bank Transfer
101963,2023-11-23,2023-12-02,Shipped,533,4970.11,PayPal
101964,2024-04-23,2024-04-26,Shipped,138,1654.29,PayPal
101965,2023-08-09,2023-08-18,Shipped,11,1152.46,Credit Card
101966,2024-06-03,2024-06-19,Shipped,70,3671.65,Credit Card
101967,2025-05-26,2025-06-12,Shipped,836,58.48,Cash
101968,2023-10-18,2023-11-05,Cancelled,356,3755.76,Credit Card
101969,2023-04-27,2023-05-05,Shipped,380,1056.99,Credit Card
101970,2023-12-21,2023-12-31,Processing,570,3849.06,Bank Transfer
101971,2023-12-16,2023-12-26,Shipped,278,3585.11,Mobile Payment
101972,2023-09-27,2023-10-01,Shipped,304,2294.97,Mobile Payment
101973,2023-02-03,2023-02-08,Shipped,167,4788.27,PayPal
101974,2023-09-29,2023-10-11,Shipped,383,297.16,Bank Transfer
101975,2025-04-27,2025-05-08,On Hold,560,2315.54,Bank Transfer
101976,2023-07-28,2023-08-15,Cancelled,708,2478.49,Bank Transfer
101977,2025-04-27,2025-05-03,Cancelled,853,3005.6,Cash
101978,2024-06-24,2024-06-28,Shipped,656,2710.41,PayPal
101979,2025-06-21,2025-06-28,Processing,481,3146.47,Credit Card
101980,2023-05-12,2023-05-20,Shipped,614,205.32,Mobile Payment
101981,2024-12-03,2024-12-18,Shipped,547,1412.33,Credit Card
101982,2025-11-04,2025-11-11,Resolved,498,1249.27,Credit Card
101983,2023-06-06,2023-06-14,Shipped,87,434.33,Credit Card
101984,2025-12-23,2026-01-09,Disputed,43,1182.35,Credit Card
101985,2025-05-01,2025-05-05,On Hold,913,4880.11,Credit Card
101986,2023-04-12,2023-04-30,Shipped,37,3990.7,Mobile Payment
101987,2023-11-06,2023-11-20,Shipped,995,3099.03,Credit Card
101988,2024-12-27,2025-01-04,Shipped,753,4429.32,Bank Transfer
101989,2025-10-08,2025-10-14,Shipped,146,4527.05,Mobile Payment
101990,2024-06-05,2024-06-15,Shipped,466,913.03,Credit Card
101991,2024-08-15,2024-08-22,Shipped,385,884.86,PayPal
101992,2024-06-17,2024-07-02,Processing,197,4544.31,Bank Transfer
101993,2023-01-04,2023-01-24,Processing,208,4880.93,Credit Card
101994,2025-06-25,2025-06-28,Shipped,861,2595.23,PayPal
101995,2024-11-08,2024-11-11,Shipped,22,4023.18,Credit Card
101996,2025-02-05,2025-02-20,Processing,701,1750.06,PayPal
101997,2024-10-03,2024-10-12,Processing,459,2486.69,PayPal
101998,2024-01-08,2024-01-23,Shipped,674,1049.97,Mobile Payment
101999,2024-10-10,2024-10-26,Shipped,190,2264.49,Credit Card
102000,2024-10-15,2024-10-23,Shipped,368,2838.36,Credit Card
102001,2023-06-14,2023-06-29,Shipped,86,713.09,PayPal
102002,2023-02-26,2023-03-12,Shipped,950,792.55,PayPal
102003,2023-08-28,2023-09-02,Shipped,886,4775.48,Bank Transfer
102004,2024-03-23,2024-03-27,Shipped,326,1582.44,PayPal
102005,2025-04-03,2025-04-13,Shipped,475,3343.53,Bank Transfer
102006,2025-04-16,2025-04-24,Processing,741,1486.81,Bank Transfer
102007,2024-01-04,2024-01-08,Shipped,78,1679.45,Credit Card
102008,2025-11-19,2025-11-22,Cancelled,565,1701.51,Credit Card
102009,2023-08-08,2023-08-18,On Hold,779,4257.41,Credit Card
102010,2025-12-30,2026-01-09,Processing,161,325.84,PayPal
102011,2023-12-29,2024-01-05,Shipped,849,868.61,Credit Card
102012,2024-08-29,2024-09-17,On Hold,905,567.7,Credit Card
102013,2023-11-11,2023-11-27,Shipped,549,2500.02,Credit Card
102014,2023-01-18,2023-01-24,Processing,113,2656.54,Credit Card
102015,2023-04-30,2023-05-15,Shipped,313,3751.63,Bank Transfer
102016,2023-01-02,2023-01-06,Processing,182,2852.24,PayPal
102017,2025-10-16,2025-11-02,Cancelled,492,1226.54,Credit Card
102018,2024-11-01,2024-11-16,Cancelled,289,4728.93,Credit Card
102019,2024-09-28,2024-10-04,Shipped,742,650.86,Credit Card
102020,2024-01-05,2024-01-11,Cancelled,733,4651.16,Bank Transfer
102021,2024-01-02,2024-01-07,Shipped,18,1531.66,Credit Card
102022,2024-08-05,2024-08-13,Cancelled,545,1088.71,Mobile Payment
102023,2024-07-30,2024-08-17,Resolved,940,4400.47,Bank Transfer
102024,2023-08-18,2023-08-23,Shipped,630,2235.33,Bank Transfer
102025,2025-04-12,2025-04-23,Shipped,540,487.19,Credit Card
102026,2024-02-12,2024-02-18,Processing,21,289.78,Cash
102027,2025-05-14,2025-05-30,Shipped,705,3726.9,Bank Transfer
102028,2023-05-08,2023-05-11,Shipped,202,3741.24,PayPal
102029,2024-02-01,2024-02-21,Shipped,894,486.32,Credit Card
102030,2023-04-06,2023-04-19,Processing,277,1225.14,PayPal
102031,2024-04-26,2024-05-16,Processing,958,1779.61,PayPal
102032,2025-05-05,2025-05-13,On Hold,579,3837.7,Credit Card
102033,2025-07-12,2025-07-27,Shipped,443,824.25,Credit Card
102034,2025-06-12,2025-06-22,Processing,182,4219.96,Mobile Payment
102035,2024-02-28,2024-03-18,Cancelled,395,3367.51,Cash
102036,2024-02-22,2024-03-02,Processing,418,4501.14,Credit Card
102037,2024-11-19,2024-11-25,Processing,987,2713.94,Bank Transfer
102038,2025-04-04,2025-04-12,Shipped,108,1242.92,PayPal
102039,2023-08-11,2023-08-14,Disputed,195,779.49,PayPal
102040,2023-11-18,2023-11-27,Resolved,735,3045.83,Credit Card
102041,2025-11-06,2025-11-16,Shipped,192,2308.13,PayPal
102042,2023-05-10,2023-05-29,Shipped,726,4689.79,Bank Transfer
102043,2023-02-10,2023-02-25,Disputed,494,2467.58,Credit Card
102044,2023-03-30,2023-04-15,Processing,741,1854.32,PayPal
102045,2023-01-13,2023-02-02,Shipped,877,3272.68,Credit Card
102046,2023-06-03,2023-06-10,Shipped,456,4782.83,Credit Card
102047,2025-10-27,2025-11-02,Shipped,608,2097.9,Cash
102048,2024-05-20,2024-06-09,On Hold,359,3305.4,Credit Card
102049,2023-02-04,2023-02-11,Processing,386,1846.35,Mobile Payment
102050,2025-03-28,2025-04-17,Shipped,175,3060.12,Credit Card
102051,2023-07-12,2023-07-19,Shipped,210,1543.7,PayPal
102052,2023-11-29,2023-12-12,Shipped,617,1367.78,Credit Card
102053,2023-01-19,2023-02-05,Processing,908,686.84,Cash
102054,2023-02-16,2023-03-05,Shipped,487,717.88,PayPal
102055,2025-05-16,2025-05-28,Shipped,449,2872.6,Credit Card
102056,2023-02-14,2023-03-06,Shipped,801,2978.47,Credit Card
102057,2025-10-16,2025-10-27,Shipped,703,3090.95,PayPal
102058,2025-04-10,2025-04-21,Shipped,522,971.74,PayPal
102059,2025-10-29,2025-11-10,Shipped,474,1216.45,Bank Transfer
102060,2025-11-28,2025-12-11,Shipped,751,2909.72,Bank Transfer
102061,2023-08-07,2023-08-22,Shipped,599,2670.85,Credit Card
102062,2024-10-09,2024-10-12,Processing,171,3316.09,PayPal
102063,2025-03-18,2025-03-21,Shipped,176,595.75,Cash
102064,2023-03-06,2023-03-14,Shipped,985,2296.11,Credit Card
102065,2024-08-16,2024-09-05,Cancelled,63,95.3,PayPal
102066,2024-07-08,2024-07-28,Processing,368,2602.82,Bank Transfer
102067,2023-01-02,2023-01-22,Processing,587,2779.94,Cash
102068,2023-03-26,2023-04-08,Shipped,683,4074.94,PayPal
102069,2025-08-28,2025-09-08,Processing,762,4974.24,PayPal
102070,2025-05-01,2025-05-11,Shipped,948,4800.86,Bank Transfer
102071,2023-01-27,2023-01-31,Shipped,48,3399.89,Bank Transfer
102072,2025-04-05,2025-04-11,Shipped,891,3893.88,Credit Card
102073,2024-02-21,2024-02-24,Resolved,974,1790.39,Credit Card
102074,2024-06-18,2024-06-27,Processing,555,3326.51,Cash
102075,2024-08-25,2024-09-10,Shipped,54,2515.75,Credit Card
102076,2023-02-09,2023-02-15,Shipped,166,2075.15,PayPal
102077,2023-03-13,2023-03-16,Shipped,769,1024.2,Credit Card
102078,2023-09-09,2023-09-13,Shipped,941,1481.65,Mobile Payment
102079,2024-05-31,2024-06-07,Cancelled,961,221.11,Credit Card
102080,2024-12-03,2024-12-19,Shipped,952,2007.34,Mobile Payment
102081,2023-12-04,2023-12-16,Resolved,387,713.11,Bank Transfer
102082,2023-08-28,2023-09-10,Resolved,626,2988.8,Cash
102083,2023-10-08,2023-10-21,Resolved,787,895.41,Mobile Payment
102084,2024-01-06,2024-01-12,Cancelled,340,1183.38,Mobile Payment
102085,2024-08-26,2024-09-12,Processing,265,2497.03,Credit Card
102086,2025-03-07,2025-03-19,Shipped,702,3928.41,Credit Card
102087,2024-04-01,2024-04-17,Shipped,99,4241.28,Bank Transfer
102088,2025-12-30,2026-01-09,Shipped,501,4153.03,Mobile Payment
102089,2024-08-11,2024-08-24,Processing,224,512.63,Bank Transfer
102090,2023-04-26,2023-04-29,Processing,404,642.99,Credit Card
102091,2023-07-07,2023-07-12,Resolved,798,2364.15,Mobile Payment
